
TD Q-learning:

0 0	0 1	0 2	0 3	0 4	0 5	1 0	1 1	1 2	1 3	1 4	1 5	2 0	2 1	2 2	2 3	2 4	2 5	3 0	3 1	3 2	3 3	3 4	3 5	4 0	4 1	4 2	4 3	4 4	4 5	5 0	5 1	5 2	5 3	5 4	5 5	
0.5751453798153484	-1.0	0.6468755124480678	0.5994230295857629	0.0	0.0	0.7887969364830903	0.7412270746135785	0.6930544578447236	0.0	-1.0	0.0	0.807092180480828	0.8009738244692671	0.7381509647924118	0.0	0.0	3.0	0.8473682619031924	0.8494636236562988	0.8014436209922704	0.0	0.0	0.0	0.95	0.9004999977801368	0.8512969494654963	0.7851389596831391	0.0	0.0	1.0	-1.0	0.7984196411014285	0.0	-1.0	-1.0	
0.5399439231273147	-1.0	0.6468755124480678	0.5994230295857629	0.0	0.0	0.7887969364830903	0.7412270746135785	0.6930544578447236	0.0	-1.0	0.0	0.807092180480828	0.8009738244692671	0.7381509647924118	0.0	0.0	3.0	0.8473682619031924	0.8494636236562988	0.8014436209922704	0.0	0.0	0.0	0.95	0.9004999977801368	0.8512969494654963	0.7851389596831391	0.0	0.0	1.0	-1.0	0.7984196411014285	0.0	-1.0	-1.0	
0.5399439231273147	-1.0	0.6468755124480678	0.5994230295857629	0.0	0.0	0.7887969364830903	0.7412270746135785	0.6930544578447236	0.0	-1.0	0.0	0.807092180480828	0.8009697368217759	0.7381509647924118	0.0	0.0	3.0	0.8473682619031924	0.8509683452459555	0.8014436209922704	0.0	0.0	0.0	0.95	0.9004999977801368	0.8512969494654963	0.8022147857680122	-0.04	0.0	1.0	-1.0	0.7984196411014285	0.0	-1.0	-1.0	
0.5399439231273147	-1.0	0.6468755124480678	0.5994230295857629	0.0	0.0	0.7887969364830903	0.7412270746135785	0.6930544578447236	0.0	-1.0	0.0	0.807092180480828	0.8009697368217759	0.7381509647924118	0.0	0.0	3.0	0.8473682619031924	0.8513537007750139	0.8014436209922704	0.0	0.0	0.0	0.95	0.9004999977801368	0.8512969494654963	0.8022147857680122	-0.04	0.0	1.0	-1.0	0.7984196411014285	0.0	-1.0	-1.0	
0.5399439231273147	-1.0	0.6468755124480678	0.5994230295857629	0.0	0.0	0.7599817644117316	0.7525815567167845	0.6930544578447236	0.0	-1.0	0.0	0.807092180480828	0.8009697368217759	0.7381509647924118	0.0	0.0	3.0	0.8473682619031924	0.8513537007750139	0.8014436209922704	0.0	0.0	0.0	0.95	0.9004999977801368	0.8512969494654963	0.8022147857680122	-0.04	0.0	1.0	-1.0	0.7984196411014285	0.0	-1.0	-1.0	
0.5399439231273147	-1.0	0.6468755124480678	0.5994230295857629	0.0	0.0	0.7599817644117316	0.7525815567167845	0.6930544578447236	0.0	-1.0	0.0	0.807092180480828	0.8009697368217759	0.7381509647924118	0.0	0.0	3.0	0.8991280537111153	0.8513537007750139	0.8014436209922704	0.0	0.0	0.0	0.95	0.9004999977801368	0.8512969494654963	0.8022147857680122	-0.04	0.0	1.0	-1.0	0.7984196411014285	0.0	-1.0	-1.0	
0.5399439231273147	-1.0	0.6468755124480678	0.5994230295857629	0.0	0.0	0.7599817644117316	0.7525815567167845	0.6930544578447236	0.0	-1.0	0.0	0.807092180480828	0.8009697368217759	0.7381509647924118	0.0	0.0	3.0	0.8991280537111153	0.8514558432044029	0.8014436209922704	0.0	0.0	0.0	0.9452985074626865	0.9004999997388395	0.8512969494654963	0.8022147857680122	-0.04	0.0	1.0	-1.0	0.7984196411014285	0.0	-1.0	-1.0	
0.5399439231273147	-1.0	0.6468755124480678	0.5994230295857629	0.0	0.0	0.7599817644117316	0.7525815567167845	0.6930544578447236	0.0	-1.0	0.0	0.8428492595337376	0.8009697368217759	0.7445802316663047	0.0	0.0	3.0	0.8959561148909837	0.8514558432044029	0.8027092523557254	0.0	0.0	0.0	0.9494468832309042	0.9004999997388395	0.8512969494654963	0.8022147857680122	-0.04	0.0	1.0	-1.0	0.7984196411014285	0.0	-1.0	-1.0	
0.5399439231273147	-1.0	0.6468755124480678	0.5994230295857629	0.0	0.0	0.7599817644117316	0.7525815567167845	0.6930544578447236	0.0	-1.0	0.0	0.8428492595337376	0.8009697368217759	0.7445802316663047	0.0	0.0	3.0	0.8991531544970728	0.8514838121594374	0.8027092523557254	0.0	0.0	0.0	0.9499278543344657	0.9000238385734096	0.8512969494654963	0.8022147857680122	-0.04	0.0	1.0	-1.0	0.7984196411014285	0.0	-1.0	-1.0	
0.5399439231273147	-1.0	0.6468755124480678	0.5994230295857629	0.0	0.0	0.7599817644117316	0.7529589130168415	0.6930544578447236	0.0	-1.0	0.0	0.8428492595337376	0.8026357678351651	0.7445802316663047	0.0	0.0	3.0	0.8991531544970728	0.8511589566499584	0.8027092523557254	0.0	0.0	0.0	0.9499278543344657	0.9000238385734096	0.8512969494654963	0.8022147857680122	-0.04	0.0	1.0	-1.0	0.7984196411014285	0.0	-1.0	-1.0	
0.5399439231273147	-1.0	0.6468755124480678	0.5994230295857629	0.0	0.0	0.7599817644117316	0.7529589130168415	0.6930544578447236	0.0	-1.0	0.0	0.8428492595337376	0.8026357678351651	0.7445802316663047	0.0	0.0	3.0	0.8991531544970728	0.851036300032172	0.8027092523557254	0.0	0.0	0.0	0.9499278543344657	0.9000238385734096	0.8510659500757886	0.8025542771678669	-0.04	0.0	1.0	-1.0	0.7984196411014285	0.0	-1.0	-1.0	
0.5399439231273147	-1.0	0.6468755124480678	0.5994230295857629	0.0	0.0	0.7599817644117316	0.7529589130168415	0.6930544578447236	0.0	-1.0	0.0	0.8428492595337376	0.8026357678351651	0.7445802316663047	0.0	0.0	3.0	0.8991531544970728	0.8504399292957606	0.8027092523557254	0.0	0.0	0.0	0.9499278543344657	0.9000238385734096	0.8510659500757886	0.8025542771678669	-0.04	0.0	1.0	-1.0	0.7984196411014285	0.0	-1.0	-1.0	
0.5399439231273147	-1.0	0.6468755124480678	0.5994230295857629	0.0	0.0	0.7599817644117316	0.7529589130168415	0.6930544578447236	0.0	-1.0	0.0	0.8428492595337376	0.8026357678351651	0.7445802316663047	0.0	0.0	3.0	0.8991531544970728	0.85083341529031	0.8027092523557254	0.0	0.0	0.0	0.9499278543344657	0.9000238385734096	0.8510659500757886	0.798525082969763	-0.04	-0.04	1.0	-1.0	0.7984196411014285	0.0	-1.0	-1.0	
0.5399439231273147	-1.0	0.6561851813606493	0.5939027715967983	0.5543418215965734	0.0	0.7599817644117316	0.7529589130168415	0.7045239416887275	0.0	-1.0	0.0	0.8428492595337376	0.788523315518427	0.7545124757890019	0.0	0.0	3.0	0.8991531544970728	0.850960205221887	0.8023706469805203	0.0	0.0	0.0	0.9499278543344657	0.9000238385734096	0.8510659500757886	0.8025057533437103	-0.04	-0.04	1.0	-1.0	0.8021793224410668	0.0	-1.0	-1.0	
0.5399439231273147	-1.0	0.6561851813606493	0.5939027715967983	0.5543418215965734	0.0	0.7894350068016669	0.7529589130168415	0.7045239416887275	0.0	-1.0	0.0	0.8428492595337376	0.788523315518427	0.7545124757890019	0.0	0.0	3.0	0.8991531544970728	0.850960205221887	0.8023706469805203	0.0	0.0	0.0	0.9499278543344657	0.9000238385734096	0.8510659500757886	0.8025057533437103	-0.04	-0.04	1.0	-1.0	0.8021793224410668	0.0	-1.0	-1.0	
0.5399439231273147	-1.0	0.6561851813606493	0.5939027715967983	0.5543418215965734	0.0	0.7894350068016669	0.6655533750788036	0.6969316694503377	0.0	-1.0	0.0	0.8428492595337376	0.788523315518427	0.7545124757890019	0.0	0.0	3.0	0.8991531544970728	0.850960205221887	0.8023706469805203	0.0	0.0	0.0	0.9499278543344657	0.9000238385734096	0.8510659500757886	0.8025057533437103	-0.04	-0.04	1.0	-1.0	0.8021793224410668	0.0	-1.0	-1.0	
0.5399439231273147	-1.0	0.6561851813606493	0.5939027715967983	0.5543418215965734	0.0	0.7894350068016669	0.6655533750788036	0.6969316694503377	0.0	-1.0	0.0	0.8428492595337376	0.788523315518427	0.7545124757890019	0.0	0.0	3.0	0.8991531544970728	0.850960205221887	0.8025483040606437	0.0	0.0	0.0	0.9499896934763522	0.9003707561885909	0.851030658502361	0.8025057533437103	-0.04	-0.04	1.0	-1.0	0.8021793224410668	0.0	-1.0	-1.0	
0.5399439231273147	-1.0	0.6561851813606493	0.5939027715967983	0.5543418215965734	0.0	0.7894350068016669	0.6655533750788036	0.6932779888421347	0.0	-1.0	0.0	0.8491169996066213	0.7993864823056664	0.7545206430766613	0.0	0.0	3.0	0.8991531544970728	0.850960205221887	0.8025483040606437	0.0	0.0	0.0	0.9499896934763522	0.9003707561885909	0.851030658502361	0.8025057533437103	-0.04	-0.04	1.0	-1.0	0.8021793224410668	0.0	-1.0	-1.0	
0.4980367484522933	-1.0	0.6561851813606493	0.5939027715967983	0.5543418215965734	0.0	0.7894350068016669	0.6655533750788036	0.6932779888421347	0.0	-1.0	0.0	0.8431577768082215	0.8018055250930362	0.7545206430766613	0.0	0.0	3.0	0.8604756295931485	0.850960205221887	0.8025483040606437	0.0	0.0	0.0	0.9499896934763522	0.9003707561885909	0.851030658502361	0.8025057533437103	-0.04	-0.04	1.0	-1.0	0.8021793224410668	0.0	-1.0	-1.0	
0.4980367484522933	-1.0	0.6561851813606493	0.5939027715967983	0.5543418215965734	0.0	0.7894350068016669	0.6655533750788036	0.6932779888421347	0.0	-1.0	0.0	0.8431577768082215	0.8018055250930362	0.7545206430766613	0.0	0.0	3.0	0.8916554999425824	0.850960205221887	0.8025483040606437	0.0	0.0	0.0	0.9499984032146461	0.9003707561885909	0.851030658502361	0.8025057533437103	-0.04	-0.04	1.0	-1.0	0.8021793224410668	0.0	-1.0	-1.0	
0.4980367484522933	-1.0	0.6561851813606493	0.5939027715967983	0.5543418215965734	0.0	0.7894350068016669	0.718856967329437	0.6932779888421347	0.0	-1.0	0.0	0.8431577768082215	0.8018055250930362	0.7545206430766613	0.0	0.0	3.0	0.8984577455117495	0.850960205221887	0.8025483040606437	0.0	0.0	0.0	0.9499984032146461	0.9003707561885909	0.851030658502361	0.8025057533437103	-0.04	-0.04	1.0	-1.0	0.8021793224410668	0.0	-1.0	-1.0	
0.4980367484522933	-1.0	0.6151591175456876	0.5939027715967983	0.5543418215965734	0.0	0.7894350068016669	0.718856967329437	0.696003326140967	0.0	-1.0	0.0	0.8431577768082215	0.8018055250930362	0.7545019763232169	0.0	0.0	3.0	0.8984577455117495	0.850960205221887	0.8025216511283728	0.0	0.0	0.0	0.9499984032146461	0.9003707561885909	0.851030658502361	0.8025057533437103	-0.04	-0.04	1.0	-1.0	0.8021793224410668	0.0	-1.0	-1.0	
0.4980367484522933	-1.0	0.6151591175456876	0.5939027715967983	0.5543418215965734	0.0	0.7894350068016669	0.718856967329437	0.7035893832357808	0.0	-1.0	0.0	0.8431577768082215	0.8018055250930362	0.7544977674324869	0.0	0.0	3.0	0.8906873816277645	0.844961949514173	0.8025216511283728	0.0	0.0	0.0	0.9087484165211908	0.887629468314036	0.851030658502361	0.8025057533437103	-0.04	-0.04	1.0	-1.0	0.8021793224410668	0.0	-1.0	-1.0	
0.6885026485968379	-1.0	0.6151591175456876	0.5939027715967983	0.5543418215965734	0.0	0.7894350068016669	0.666937402391092	0.7061766190222278	0.0	-1.0	0.0	0.8033510005604826	0.8018055250930362	0.7544977674324869	0.0	0.0	3.0	0.8618190503270063	0.844961949514173	0.8025216511283728	0.0	0.0	0.0	0.9087484165211908	0.887629468314036	0.851030658502361	0.8025057533437103	-0.04	-0.04	1.0	-1.0	0.8021793224410668	0.0	-1.0	-1.0	
0.7339637984283913	-1.0	0.6151591175456876	0.5939027715967983	0.5543418215965734	0.0	0.7894350068016669	0.6655533750788036	0.7061766190222278	0.0	-1.0	0.0	0.8033510005604826	0.8018055250930362	0.7544977674324869	0.0	0.0	3.0	0.8618190503270063	0.8421739356906534	0.8025216511283728	0.0	0.0	0.0	0.9087484165211908	0.887629468314036	0.851030658502361	0.8025057533437103	-0.04	-0.04	1.0	-1.0	0.8021793224410668	0.0	-1.0	-1.0	
0.7339637984283913	-1.0	0.6151591175456876	0.5939027715967983	0.5543418215965734	0.0	0.7411846740381908	0.75294942552278	0.7061766190222278	0.0	-1.0	0.0	0.7644049113667489	0.8018055250930362	0.7544977674324869	0.0	0.0	3.0	0.8618190503270063	0.8399669924262936	0.8025216511283728	0.0	0.0	0.0	0.9087484165211908	0.887629468314036	0.851030658502361	0.8025057533437103	-0.04	-0.04	1.0	-1.0	0.8021793224410668	0.0	-1.0	-1.0	
0.7339637984283913	-1.0	0.6151591175456876	0.5939027715967983	0.5543418215965734	0.0	0.7141475033915141	0.75294942552278	0.6929905696413441	0.0	-1.0	0.0	0.7644049113667489	0.8018055250930362	0.7544977674324869	0.0	0.0	3.0	0.8618190503270063	0.8399669924262936	0.8025216511283728	0.0	0.0	0.0	0.9087484165211908	0.887629468314036	0.851030658502361	0.8025057533437103	-0.04	-0.04	1.0	-1.0	0.8021793224410668	0.0	-1.0	-1.0	
